Sample,Zeit,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Acc_x2,Acc_y2,Acc_z2,Mag_x,Mag_y,Mag_z
201,1242160,-26,-9,963,840,980,-48930,-36,2,989,-436,-133,-430
202,1248339,-20,-29,985,1400,280,-49210,-64,-4,989,-439,-127,-439
203,1254519,-20,-29,985,1050,560,-48650,-73,-21,992,-439,-127,-439
204,1260699,-13,-43,1004,1050,560,-48650,-73,-21,992,-442,-123,-433
205,1266879,-20,-61,954,490,1260,-47530,-96,-9,1007,-442,-123,-439
206,1273059,-20,-61,954,490,1260,-47530,-114,-15,950,-441,-126,-439
207,1279239,-8,-71,948,560,910,-46690,-114,-15,950,-448,-118,-433
208,1285419,-2,-76,1007,1120,560,-46480,-110,-23,1002,-448,-118,-433
209,1291599,-2,-76,1007,1120,560,-46480,-110,-23,1002,-444,-127,-438
210,1297779,8,-74,993,1120,490,-47390,-91,-30,991,-460,-121,-436
211,1303959,6,-55,965,1050,630,-49280,-103,-25,982,-460,-121,-436
212,1310139,6,-55,965,1050,630,-49280,-103,-25,982,-448,-111,-439
213,1316319,0,-68,978,630,1260,-51310,-90,-31,1004,-448,-111,-439
214,1322499,0,-68,978,490,1400,-52570,-90,-31,983,-453,-120,-430
215,1328679,3,-63,980,490,1400,-52570,-100,-23,983,-459,-112,-441
216,1334859,5,-73,1015,700,1190,-52010,-111,-40,975,-459,-112,-441
217,1341039,5,-73,1015,840,980,-50120,-111,-40,975,-468,-120,-447
218,1347219,6,-86,1002,840,980,-50120,-129,-37,993,-465,-115,-435
219,1353399,9,-93,1009,980,700,-47460,-124,-48,1012,-465,-115,-435
220,1359579,9,-93,1009,980,700,-47460,-124,-48,1012,-463,-114,-436
221,1365759,8,-105,1011,770,770,-44100,-149,-42,977,-463,-114,-436
222,1371939,15,-100,1004,210,1260,-40740,-149,-42,977,-459,-109,-445
223,1378119,15,-100,1004,210,1260,-40740,-131,-43,993,-465,-106,-448
224,1384299,11,-108,1000,-140,1610,-38010,-136,-35,961,-465,-106,-448
225,1390479,5,-95,1011,-140,1540,-36400,-136,-35,961,-457,-112,-444
226,1396658,5,-95,1011,-140,1540,-36400,-110,-24,1001,-457,-112,-450
227,1402838,6,-79,1009,350,910,-35630,-104,-29,1006,-468,-114,-450
228,1409018,6,-79,1009,980,210,-35980,-104,-29,1006,-466,-118,-450
229,1415198,4,-64,994,980,210,-35980,-118,-23,970,-466,-118,-450
230,1421378,-2,-88,995,840,280,-36960,-118,-23,970,-471,-109,-453
231,1427558,-2,-88,995,840,350,-38220,-128,-14,1001,-474,-105,-445
232,1433738,-2,-82,998,840,350,-38220,-94,-33,1006,-474,-105,-445
233,1439918,6,-82,981,980,280,-39760,-94,-33,1006,-466,-94,-456
234,1446098,6,-82,981,980,280,-39760,-130,-19,973,-466,-94,-456
235,1452278,0,-82,981,1050,280,-41370,-90,-18,1006,-481,-109,-454
236,1458458,-7,-68,977,1120,350,-42840,-90,-18,1006,-478,-97,-460
237,1464638,-7,-68,977,1120,350,-42840,-108,-30,968,-478,-97,-460
238,1470818,1,-65,898,1190,280,-43610,-108,-30,968,-486,-100,-465
239,1476998,-4,-65,960,1120,350,-43750,-94,-19,1013,-478,-112,-450
240,1483178,-4,-65,960,1120,350,-43750,-114,-20,969,-478,-112,-450
241,1489358,-4,-73,994,1050,420,-43050,-114,-20,969,-486,-94,-459
242,1495538,-4,-73,994,1050,350,-41860,-92,-26,1021,-486,-94,-459
243,1501718,-9,-61,1003,1050,350,-41860,-92,-26,985,-478,-91,-463
244,1507898,-18,-63,947,1050,420,-40390,-81,-6,985,-480,-94,-457
245,1514078,-18,-63,947,1050,420,-39130,-111,-4,990,-480,-94,-457
246,1520258,-21,-69,960,1050,420,-39130,-111,-4,990,-484,-90,-459
247,1526437,-25,-51,975,980,350,-38360,-63,2,999,-484,-90,-459
248,1532617,-25,-51,975,980,350,-38360,-78,1,1012,-489,-88,-460
249,1538797,-28,-51,907,980,490,-37730,-78,1,1012,-493,-90,-459
250,1544977,-32,-56,995,910,280,-36960,-92,1,998,-493,-90,-459
